Cluster	Motif 1	Motif 2	Number of genes in cluster with both motifs	Total number of genes with both motifs	Number of genes in cluster	Raw p-value	Adjusted p-value (BH)	Adjusted p-value (Bonf)	Adjusted p-value (Global Bonf)	Genes
pericycle	ATERF1_2	CCA1	11	698	451	0.641555	0.641555	1	1	AT1G07610;AT1G23080;AT1G25422;AT1G33080;AT1G71960;AT1G76590;AT1G80050;AT2G41370;AT4G19810;AT5G10625;AT5G50720;
pericycle	ATERF1_2	CCA1_2	10	846	451	0.912273	0.912273	1	1	AT1G07610;AT1G31050;AT1G77885;AT1G80050;AT3G61220;AT4G13290;AT4G39675;AT5G04340;AT5G04370;AT5G56760;
pericycle	ATERF1_2	DAG2	12	769	451	0.65761	0.65761	1	1	AT1G07610;AT1G67710;AT1G71960;AT1G76590;AT1G77885;AT2G17820;AT4G16790;AT5G01600;AT5G04340;AT5G05790;AT5G59090;AT5G65280;
pericycle	ATERF1_2	DDF1	3	230	451	0.751534	0.751534	1	1	AT1G48300;AT2G17840;AT2G24940;
pericycle	ATERF1_2	DEAR3	0	85	451	0.414627	0.627908	1	1	
pericycle	ATERF1_2	DEAR3_2	0	203	451	0.85403	0.85403	1	1	
pericycle	ATERF1_2	DEAR4	0	219	451	0.516892	0.627908	1	1	
pericycle	ATERF1_2	DEAR4_2	0	57	451	1	1	1	1	
pericycle	ATERF1_2	DOF5.7	14	988	451	0.791314	0.791314	1	1	AT1G25422;AT1G48300;AT1G75820;AT1G76590;AT1G80050;AT2G01520;AT2G17840;AT2G41370;AT4G13290;AT4G28400;AT5G01600;AT5G05790;AT5G10625;AT5G54130;
pericycle	ATERF1_2	DOF5.7_2	12	822	451	0.742599	0.742599	1	1	AT1G02220;AT1G11840;AT1G19660;AT1G75820;AT3G12580;AT3G61220;AT4G13290;AT4G28250;AT4G36060;AT4G39675;AT5G01600;AT5G56760;
pericycle	ATERF1_2	DREB2C	0	103	451	0.831264	0.831264	1	1	
pericycle	ATERF1_2	DREB2C_2	0	99	451	0.506638	0.627908	1	1	
pericycle	ATERF1_2	ERF1	0	38	451	1	1	1	1	
pericycle	ATERF1_2	ETT	6	262	451	0.287125	0.627908	1	1	AT1G19660;AT1G21000;AT1G48300;AT1G76590;AT2G17840;AT2G24940;
pericycle	ATERF1_2	ETT_2	4	508	451	0.974343	0.974343	1	1	AT2G17840;AT2G24940;AT3G50700;AT4G39675;
pericycle	ATERF1_2	GATA12	4	1077	451	0.999991	0.999991	1	1	AT1G11840;AT1G48300;AT1G63030;AT5G65280;
pericycle	ATERF1_2	GLK1	9	964	451	0.984215	0.984215	1	1	AT1G21000;AT1G33700;AT1G48300;AT2G01530;AT2G41370;AT3G51820;AT4G19810;AT4G36060;AT5G01600;
pericycle	ATERF1_2	GLK1_2	5	888	451	0.999351	0.999351	1	1	AT1G19660;AT4G16790;AT4G28250;AT5G05790;AT5G50720;
pericycle	ATERF1_2	HSFB2A	13	1033	451	0.896792	0.896792	1	1	AT1G19570;AT1G21000;AT1G33700;AT1G53440;AT2G17820;AT2G41370;AT2G45760;AT3G12580;AT3G51820;AT3G61220;AT4G13290;AT5G04370;AT5G05790;
pericycle	ATERF1_2	HSFB2A_2	14	840	451	0.566546	0.627908	1	1	AT1G21100;AT1G31050;AT1G48300;AT1G80050;AT2G01530;AT2G24940;AT3G51820;AT3G61220;AT4G16790;AT4G28400;AT4G39675;AT5G04370;AT5G56760;AT5G59090;
pericycle	ATERF1_2	HSFC1	15	808	451	0.399287	0.627908	1	1	AT1G21100;AT1G31050;AT1G48300;AT1G63030;AT1G80050;AT2G01520;AT2G01530;AT2G17840;AT2G24940;AT3G12580;AT3G61220;AT4G16790;AT4G28400;AT4G39675;AT5G04370;
pericycle	ATERF1_2	HSFC1_2	7	979	451	0.997823	0.997823	1	1	AT1G21000;AT2G17820;AT2G41370;AT2G45760;AT3G12580;AT3G51820;AT5G05790;
pericycle	ATERF1_2	ICU4	11	639	451	0.524368	0.627908	1	1	AT1G02220;AT1G19570;AT1G21000;AT1G67710;AT1G71960;AT3G60490;AT4G13290;AT4G19810;AT4G39675;AT5G04370;AT5G50720;
pericycle	ATERF1_2	KAN1	8	842	451	0.975805	0.975805	1	1	AT1G02220;AT1G31050;AT2G17820;AT2G24940;AT4G19810;AT4G36060;AT5G04340;AT5G04370;
pericycle	ATERF1_2	KAN4	9	887	451	0.967062	0.967062	1	1	AT1G19570;AT1G33700;AT3G51820;AT4G13290;AT4G19810;AT4G39675;AT5G04340;AT5G04370;AT5G54130;
pericycle	ATERF1_2	KAN4_2	13	795	451	0.594455	0.627908	1	1	AT1G02220;AT1G21100;AT1G31050;AT2G24940;AT2G45760;AT3G60490;AT4G15990;AT4G28400;AT4G39675;AT5G04340;AT5G04370;AT5G54130;AT5G59090;
pericycle	ATERF1_2	LBD16	4	440	451	0.942703	0.942703	1	1	AT1G11840;AT1G48300;AT2G41370;AT5G56760;
pericycle	ATERF1_2	MYB111	9	769	451	0.908099	0.908099	1	1	AT1G07610;AT1G33080;AT1G33700;AT2G17840;AT3G50700;AT3G51820;AT5G05790;AT5G56760;AT5G65280;
pericycle	ATERF1_2	MYB111_2	7	775	451	0.978694	0.978694	1	1	AT1G07610;AT1G33080;AT1G33700;AT3G51820;AT4G28250;AT5G56760;AT5G65280;
pericycle	ATERF1_2	MYB46	7	718	451	0.961973	0.961973	1	1	AT1G07610;AT1G33080;AT2G17840;AT3G50700;AT3G51820;AT5G56760;AT5G65280;
pericycle	ATERF1_2	MYB46_2	8	754	451	0.944229	0.944229	1	1	AT1G19660;AT1G21100;AT1G48300;AT1G80050;AT2G17840;AT4G28250;AT4G28400;AT5G04340;
pericycle	ATERF1_2	MYB52	7	674	451	0.941765	0.941765	1	1	AT1G11840;AT1G21100;AT3G60490;AT3G63520;AT4G04830;AT4G28250;AT5G56760;
pericycle	ATERF1_2	MYB52_2	15	842	451	0.461925	0.627908	1	1	AT1G11840;AT1G19660;AT1G31050;AT1G48300;AT1G63030;AT2G01530;AT2G17840;AT3G50700;AT3G51820;AT3G60490;AT4G13290;AT4G16790;AT4G28250;AT4G39675;AT5G04340;
pericycle	ATERF1_2	MYB55	9	707	451	0.851112	0.851112	1	1	AT1G33080;AT1G48300;AT2G17840;AT3G50700;AT3G51820;AT3G60490;AT4G28250;AT5G04340;AT5G65280;
pericycle	ATERF1_2	MYB55_2	5	700	451	0.992723	0.992723	1	1	AT1G33080;AT1G48300;AT3G51820;AT4G28250;AT5G04340;
pericycle	ATERF1_2	MYB59	11	809	451	0.812696	0.812696	1	1	AT1G21100;AT1G25422;AT1G33080;AT1G67710;AT2G17820;AT2G17840;AT2G41370;AT4G13290;AT4G28250;AT5G56760;AT5G65280;
pericycle	ATERF1_2	MYC2	13	1059	451	0.914021	0.914021	1	1	AT1G19570;AT1G19660;AT1G48300;AT1G71960;AT1G76590;AT2G45760;AT3G51820;AT4G13290;AT4G19810;AT4G36060;AT5G01600;AT5G04370;AT5G65280;
pericycle	ATERF1_2	MYC3	11	1079	451	0.977175	0.977175	1	1	AT1G19660;AT1G48300;AT1G71960;AT1G76590;AT2G45760;AT3G51820;AT4G13290;AT4G36060;AT5G01600;AT5G04370;AT5G65280;
pericycle	ATERF1_2	MYC4	14	1065	451	0.868982	0.868982	1	1	AT1G19570;AT1G19660;AT1G48300;AT1G71960;AT1G76590;AT2G45760;AT3G51820;AT4G04830;AT4G13290;AT4G19810;AT4G36060;AT5G01600;AT5G04370;AT5G65280;
pericycle	ATERF1_2	ORA47	0	143	451	0.915613	0.915613	1	1	
pericycle	ATERF1_2	ORA47_2	0	52	451	0.582535	0.627908	1	1	
pericycle	ATERF1_2	PIF3	15	1040	451	0.776239	0.776239	1	1	AT1G02220;AT1G19660;AT1G25422;AT1G48300;AT1G75820;AT1G76590;AT2G16740;AT2G41370;AT3G51820;AT3G63520;AT4G13290;AT4G15990;AT4G36060;AT5G01600;AT5G04370;
pericycle	ATERF1_2	PIF4	11	1057	451	0.972259	0.972259	1	1	AT1G19570;AT1G48300;AT1G71960;AT1G76590;AT2G45760;AT3G51820;AT4G13290;AT4G36060;AT5G01600;AT5G04370;AT5G65280;
pericycle	ATERF1_2	PIF5	9	900	451	0.970809	0.970809	1	1	AT1G19570;AT1G48300;AT2G41370;AT3G51820;AT3G63520;AT4G04830;AT4G13290;AT4G36060;AT5G01600;
pericycle	ATERF1_2	RAP2.3	0	53	451	1	1	1	1	
pericycle	ATERF1_2	RAP2.3_2	0	38	451	1	1	1	1	
pericycle	ATERF1_2	RAP2.3_3ARY	0	43	451	1	1	1	1	
pericycle	ATERF1_2	RAP2.6	0	58	451	1	1	1	1	
pericycle	ATERF1_2	RAP2.6_2	1	54	451	0.603793	0.627908	1	1	AT5G54130;
pericycle	ATERF1_2	RAP2.6_3ARY	0	58	451	0.622604	0.627908	1	1	
pericycle	ATERF1_2	REM1	10	765	451	0.839689	0.839689	1	1	AT1G19660;AT1G33080;AT1G75820;AT1G77885;AT1G80050;AT4G15990;AT4G16790;AT4G39675;AT5G01600;AT5G54130;
pericycle	ATERF1_2	REM1_2	10	825	451	0.896757	0.896757	1	1	AT1G21000;AT1G31050;AT2G17820;AT2G45760;AT4G15990;AT4G16790;AT4G19810;AT5G04340;AT5G04370;AT5G65280;
pericycle	ATERF1_2	RRTF1	0	57	451	1	1	1	1	
pericycle	ATERF1_2	RRTF1_2	0	57	451	1	1	1	1	
pericycle	ATERF1_2	RRTF1_3ARY	0	50	451	1	1	1	1	
pericycle	ATERF1_2	RVE1	12	710	451	0.547559	0.627908	1	1	AT1G07610;AT1G23080;AT1G25422;AT1G33080;AT1G48300;AT1G53440;AT1G76590;AT1G80050;AT2G41370;AT4G19810;AT5G10625;AT5G50720;
pericycle	ATERF1_2	RVE1_2	8	757	451	0.94573	0.94573	1	1	AT1G21100;AT1G76590;AT1G77885;AT3G50700;AT4G28250;AT5G01600;AT5G10625;AT5G50720;
pericycle	ATERF1_2	SPL1	8	883	451	0.983975	0.983975	1	1	AT1G11840;AT1G19570;AT1G25422;AT1G33080;AT1G75820;AT1G76590;AT2G17820;AT5G56760;
pericycle	ATERF1_2	SPL1_2	7	732	451	0.966926	0.966926	1	1	AT1G11840;AT1G25422;AT1G33080;AT1G76590;AT2G17820;AT2G41370;AT5G56760;
pericycle	ATERF1_2	SPL7	6	606	451	0.946561	0.946561	1	1	AT1G25422;AT1G67710;AT1G76590;AT5G04370;AT5G05790;AT5G59090;
pericycle	ATERF1_2	STY1	6	1003	451	0.999486	0.999486	1	1	AT1G07610;AT1G21100;AT1G25422;AT1G75820;AT4G15990;AT5G04340;
pericycle	ATERF1_2	STY1_2	7	703	451	0.955931	0.955931	1	1	AT1G23080;AT1G31050;AT1G33080;AT2G01530;AT4G13290;AT5G04340;AT5G05790;
pericycle	ATERF1_2	TCP15	8	636	451	0.848863	0.848863	1	1	AT1G21100;AT1G25422;AT1G75820;AT1G76590;AT1G80050;AT2G41370;AT3G51820;AT4G28250;
pericycle	ATERF1_2	TCP16	5	727	451	0.994787	0.994787	1	1	AT1G21100;AT1G25422;AT1G31050;AT3G51820;AT5G01600;
pericycle	ATERF1_2	TCP23	7	597	451	0.883204	0.883204	1	1	AT1G21100;AT1G25422;AT1G76590;AT1G80050;AT2G41370;AT3G51820;AT4G28250;
pericycle	ATERF1_2	TGA2	4	517	451	0.977012	0.977012	1	1	AT1G67710;AT3G60490;AT4G28250;AT4G39675;
pericycle	ATERF1_2	TGA2_2	7	657	451	0.931705	0.931705	1	1	AT1G67710;AT1G80050;AT2G24940;AT3G60490;AT3G63520;AT4G04830;AT4G19810;
pericycle	ATERF1_2	TOE1	5	927	451	0.999616	0.999616	1	1	AT1G33700;AT1G48300;AT1G80050;AT5G04370;AT5G56760;
pericycle	ATERF1_2	TOE1_2	11	930	451	0.920802	0.920802	1	1	AT1G31050;AT1G76590;AT1G80050;AT2G01520;AT2G41370;AT4G16790;AT4G28250;AT5G04340;AT5G05790;AT5G56760;AT5G65280;
pericycle	ATERF1_2	TOE1_3ARY	11	841	451	0.848646	0.848646	1	1	AT1G02220;AT1G23080;AT1G33080;AT1G48300;AT2G01520;AT2G01530;AT2G17840;AT3G61220;AT4G16790;AT4G39675;AT5G04340;
pericycle	ATERF1_2	TOE2	3	910	451	0.999981	0.999981	1	1	AT1G33700;AT1G48300;AT1G80050;
pericycle	ATERF1_2	TOE2_2	9	859	451	0.957486	0.957486	1	1	AT1G31050;AT1G48300;AT1G76590;AT1G80050;AT2G01520;AT2G41370;AT4G16790;AT5G04340;AT5G05790;
pericycle	ATERF1_2	TOE2_3ARY	10	815	451	0.888606	0.888606	1	1	AT1G33080;AT1G48300;AT2G01520;AT2G01530;AT2G17840;AT3G61220;AT4G16790;AT5G04340;AT5G05790;AT5G54130;
pericycle	ATERF1_2	WOX13	15	748	451	0.291851	0.627908	1	1	AT1G02220;AT1G21000;AT1G21100;AT1G31050;AT1G48300;AT2G01520;AT2G01530;AT2G17840;AT3G61220;AT3G63520;AT4G04830;AT4G13290;AT4G28250;AT4G28400;AT5G50720;
pericycle	ATERF1_2	WOX13_2	8	741	451	0.937296	0.937296	1	1	AT1G21100;AT1G71960;AT2G24940;AT3G12580;AT4G39675;AT5G05790;AT5G50720;AT5G65280;
pericycle	ATERF1_2	WRKY12	5	723	451	0.994521	0.994521	1	1	AT1G31050;AT1G53440;AT1G75820;AT3G50700;AT5G56760;
pericycle	ATERF1_2	WRKY18	7	711	451	0.959253	0.959253	1	1	AT1G19660;AT1G25422;AT1G31050;AT1G76590;AT2G01520;AT2G41370;AT3G50700;
pericycle	ATERF1_2	WRKY38	8	753	451	0.943721	0.943721	1	1	AT1G02220;AT1G21100;AT1G53440;AT1G75820;AT1G76590;AT2G16740;AT2G45760;AT5G56760;
pericycle	ATERF1_2	WRKY45	5	757	451	0.996422	0.996422	1	1	AT1G21000;AT1G21100;AT1G53440;AT1G75820;AT5G56760;
pericycle	ATERF1_2	YAB1	14	659	451	0.232977	0.627908	1	1	AT1G23080;AT1G31050;AT1G67710;AT1G71960;AT1G77885;AT1G80050;AT2G16740;AT2G24940;AT3G12580;AT3G51820;AT4G13290;AT4G15990;AT5G05790;AT5G50720;
pericycle	ATERF1_2	YAB5	10	755	451	0.828147	0.828147	1	1	AT1G02220;AT1G71960;AT4G04830;AT4G13290;AT4G15990;AT4G19810;AT4G39675;AT5G05790;AT5G50720;AT5G54130;
pericycle	ATERF1_2	ZAT14	6	924	451	0.998592	0.998592	1	1	AT1G67710;AT2G01520;AT2G17820;AT2G17840;AT4G19810;AT5G65280;
pericycle	ATERF1_2	ZAT18	9	892	451	0.968552	0.968552	1	1	AT1G23080;AT1G76590;AT1G77885;AT1G80050;AT2G01530;AT3G60490;AT4G19810;AT4G28250;AT5G04340;
pericycle	ATERF1_2	ZAT2	1	686	451	0.999993	0.999993	1	1	AT4G15990;
pericycle	ATERF1_2	ZAT6	15	748	451	0.291851	0.627908	1	1	AT1G19570;AT1G21000;AT1G23080;AT1G25422;AT1G71960;AT1G75820;AT2G17820;AT3G50700;AT3G60490;AT4G28400;AT5G01600;AT5G04370;AT5G10625;AT5G54130;AT5G56760;
pericycle	ATHB12	ATHB51	1	179	451	0.953868	0.953868	1	1	AT4G30460;
pericycle	ATHB12	BZIP60	17	783	451	0.181623	0.60289	1	1	AT1G11330;AT1G21100;AT1G30760;AT1G60680;AT1G68620;AT1G69850;AT1G78580;AT1G80340;AT3G57540;AT3G60490;AT3G61220;AT4G13290;AT4G13770;AT4G33770;AT5G19530;AT5G43150;AT5G52310;
pericycle	ATHB12	BZIP60_2	16	790	451	0.270686	0.627908	1	1	AT1G12200;AT1G15380;AT1G21100;AT1G68620;AT2G17840;AT2G30860;AT3G57540;AT3G60490;AT3G61220;AT3G61890;AT4G11960;AT4G13290;AT4G13770;AT4G19810;AT4G30460;AT5G03610;
pericycle	ATHB12	CCA1	22	804	451	0.0200857	0.241028	1	1	AT1G12200;AT1G14720;AT1G27030;AT1G30760;AT1G60680;AT1G69850;AT2G30860;AT3G02885;AT3G21690;AT3G52840;AT4G00940;AT4G19810;AT4G27830;AT5G02600;AT5G10625;AT5G13080;AT5G20830;AT5G26742;AT5G43150;AT5G50720;AT5G57685;AT5G62360;
pericycle	ATHB12	CCA1_2	18	801	451	0.140387	0.561547	1	1	AT1G14720;AT1G15550;AT1G19570;AT1G31050;AT1G45201;AT1G67110;AT2G01950;AT3G47620;AT3G52840;AT3G61220;AT4G13290;AT4G15990;AT5G03610;AT5G10210;AT5G13080;AT5G19530;AT5G59080;AT5G63850;
pericycle	ATHB12	DAG2	17	897	451	0.356385	0.627908	1	1	AT1G15380;AT1G68620;AT2G01950;AT2G02130;AT2G20100;AT2G26170;AT2G30540;AT3G25560;AT3G47620;AT3G62040;AT4G33770;AT5G02600;AT5G19530;AT5G28510;AT5G44550;AT5G52310;AT5G57685;
pericycle	ATHB12	DDF1	21	759	451	0.020477	0.244591	1	1	AT1G18880;AT1G19570;AT1G21100;AT1G23760;AT1G60680;AT2G02130;AT2G17840;AT2G28250;AT3G47620;AT3G57540;AT3G61220;AT4G13290;AT4G13770;AT4G27830;AT4G28250;AT5G04950;AT5G13080;AT5G20830;AT5G50720;AT5G52310;AT5G62360;
pericycle	ATHB12	DEAR3	15	761	451	0.314454	0.627908	1	1	AT1G15380;AT1G19570;AT1G31050;AT1G45201;AT2G17840;AT3G12580;AT3G18280;AT3G21690;AT3G52840;AT3G60490;AT3G61220;AT4G13290;AT4G15990;AT5G50720;AT5G62360;
pericycle	ATHB12	DEAR3_2	20	762	451	0.0374375	0.333748	1	1	AT1G19570;AT1G20823;AT1G21100;AT2G01520;AT2G28250;AT2G36650;AT2G40900;AT3G51820;AT3G57540;AT3G60490;AT3G61890;AT4G13290;AT4G13770;AT4G15990;AT4G28250;AT4G33770;AT5G01740;AT5G13080;AT5G50720;AT5G52310;
pericycle	ATHB12	DEAR4	25	759	451	0.00136837	0.0533665	0.617135	1	AT1G19570;AT1G20823;AT1G21100;AT1G31050;AT1G45201;AT2G02130;AT2G28250;AT2G30540;AT2G30860;AT2G36650;AT2G40900;AT3G21690;AT3G51820;AT3G52840;AT3G60490;AT4G13290;AT4G13770;AT4G15990;AT4G28250;AT4G31910;AT4G39770;AT5G01740;AT5G13080;AT5G50720;AT5G52310;
pericycle	ATHB12	DEAR4_2	12	748	451	0.620077	0.627908	1	1	AT1G19570;AT1G21100;AT1G31050;AT1G45201;AT3G18280;AT3G60490;AT3G61220;AT4G13290;AT4G15990;AT4G33770;AT5G10625;AT5G13080;
pericycle	ATHB12	DOF5.7	27	801	451	0.000633585	0.0354808	0.285747	1	AT1G12200;AT1G14720;AT1G15550;AT1G28570;AT1G30760;AT1G69850;AT1G78580;AT1G80340;AT2G01520;AT2G17840;AT2G20100;AT2G26170;AT2G28250;AT2G30540;AT2G30860;AT3G02885;AT3G15353;AT3G18280;AT3G25560;AT3G47620;AT4G13290;AT4G27830;AT4G33770;AT5G01740;AT5G02600;AT5G10625;AT5G65970;
pericycle	ATHB12	DOF5.7_2	12	796	451	0.702739	0.702739	1	1	AT1G27030;AT2G41480;AT3G12580;AT3G47620;AT3G61220;AT3G61890;AT4G00940;AT4G13290;AT4G28250;AT5G04950;AT5G44550;AT5G52310;
pericycle	ATHB12	DREB2C	17	765	451	0.158819	0.60289	1	1	AT1G21100;AT1G31050;AT1G33700;AT1G78580;AT2G01520;AT2G40900;AT3G02885;AT3G18280;AT3G60490;AT3G61220;AT3G61890;AT4G15990;AT4G19810;AT4G27830;AT5G03610;AT5G10625;AT5G62360;
pericycle	ATHB12	DREB2C_2	24	778	451	0.00389892	0.1006	1	1	AT1G19570;AT1G20823;AT1G21100;AT1G31050;AT1G45201;AT2G02130;AT2G17840;AT2G28250;AT2G36650;AT2G40900;AT3G51820;AT3G60490;AT4G13290;AT4G13770;AT4G15990;AT4G27830;AT4G28250;AT4G31910;AT4G39770;AT5G01740;AT5G10625;AT5G13080;AT5G50720;AT5G52310;
pericycle	ATHB12	ERF1	13	738	451	0.486043	0.627908	1	1	AT1G19570;AT1G21100;AT1G31050;AT3G18280;AT3G51820;AT3G52840;AT3G60490;AT3G61220;AT4G13290;AT4G15990;AT5G03610;AT5G10625;AT5G62360;
pericycle	ATHB12	ETT	19	786	451	0.0796457	0.460729	1	1	AT1G14720;AT1G19570;AT1G31050;AT2G01520;AT2G17840;AT2G28250;AT2G29970;AT2G30860;AT2G36650;AT3G51820;AT3G57540;AT3G60490;AT4G11960;AT4G27830;AT4G28250;AT4G31910;AT5G01740;AT5G50720;AT5G52310;
pericycle	ATHB12	ETT_2	20	868	451	0.105236	0.52618	1	1	AT1G18880;AT1G19570;AT1G60680;AT1G68620;AT2G02130;AT2G17840;AT2G29970;AT2G36120;AT2G40900;AT2G46660;AT3G18280;AT3G47620;AT3G60490;AT3G61220;AT3G62040;AT4G19810;AT5G13080;AT5G26742;AT5G59080;AT5G62360;
pericycle	ATHB12	GATA12	6	809	451	0.994282	0.994282	1	1	AT1G14720;AT1G30760;AT1G63030;AT1G67110;AT5G13080;AT5G63850;
pericycle	ATHB12	GLK1	14	788	451	0.469788	0.627908	1	1	AT1G15380;AT1G33700;AT1G69850;AT2G01530;AT2G30540;AT2G36120;AT2G40390;AT3G02885;AT3G21690;AT3G51820;AT3G57540;AT4G19810;AT5G04950;AT5G52310;
pericycle	ATHB12	GLK1_2	12	855	451	0.787884	0.787884	1	1	AT1G30760;AT1G67110;AT2G28250;AT2G30540;AT3G02885;AT3G15353;AT3G62040;AT4G28250;AT4G33770;AT4G39770;AT5G02600;AT5G50720;
pericycle	ATHB12	HSFB2A	14	783	451	0.46027	0.627908	1	1	AT1G18880;AT1G20823;AT1G33700;AT1G67110;AT1G68620;AT1G72810;AT3G03270;AT3G12580;AT3G18280;AT3G61220;AT4G13290;AT5G20830;AT5G44550;AT5G52310;
pericycle	ATHB12	HSFB2A_2	12	788	451	0.689753	0.689753	1	1	AT1G21100;AT1G31050;AT2G01530;AT3G12580;AT3G25560;AT3G51820;AT3G61220;AT3G61890;AT4G27830;AT4G30460;AT5G04950;AT5G19530;
pericycle	ATHB12	HSFC1	13	801	451	0.605308	0.627908	1	1	AT1G21100;AT1G31050;AT1G63030;AT2G01520;AT2G01530;AT2G17840;AT3G03270;AT3G12580;AT3G23340;AT3G25560;AT3G61220;AT4G27830;AT4G30460;
pericycle	ATHB12	HSFC1_2	7	783	451	0.980402	0.980402	1	1	AT1G20823;AT3G03270;AT3G12580;AT3G61220;AT4G00940;AT5G44550;AT5G52310;
pericycle	ATHB12	ICU4	3	81	451	0.15909	0.60289	1	1	AT1G30760;AT2G26170;AT4G30460;
pericycle	ATHB12	KAN1	19	903	451	0.199672	0.60289	1	1	AT1G12200;AT1G14720;AT1G15550;AT1G31050;AT1G72810;AT2G20100;AT2G30540;AT2G36120;AT2G40390;AT2G40900;AT2G46660;AT3G15353;AT3G18280;AT3G25560;AT4G19810;AT4G39770;AT5G01740;AT5G10210;AT5G45350;
pericycle	ATHB12	KAN4	13	690	451	0.391005	0.627908	1	1	AT1G18880;AT1G20823;AT1G33700;AT1G67110;AT1G69850;AT1G72810;AT3G03270;AT4G13290;AT4G19810;AT5G03610;AT5G10210;AT5G52310;AT5G62360;
pericycle	ATHB12	KAN4_2	17	741	451	0.130988	0.52875	1	1	AT1G12200;AT1G18880;AT1G21100;AT1G31050;AT2G01950;AT2G26170;AT2G30540;AT2G40390;AT2G40900;AT3G18280;AT3G60490;AT3G62040;AT4G15990;AT4G33770;AT5G03610;AT5G10210;AT5G52310;
pericycle	ATHB12	LBD16	5	707	451	0.993322	0.993322	1	1	AT1G78580;AT3G25560;AT3G51820;AT4G11960;AT4G28250;
pericycle	ATHB12	MYB111	21	884	451	0.0781638	0.460729	1	1	AT1G11330;AT1G12200;AT1G18880;AT1G19570;AT1G33700;AT1G60680;AT1G67110;AT1G68620;AT2G17840;AT2G26170;AT2G28250;AT2G29970;AT2G30540;AT2G30860;AT2G36120;AT3G51820;AT3G62040;AT4G13770;AT4G23500;AT5G19530;AT5G28510;
pericycle	ATHB12	MYB111_2	16	829	451	0.336057	0.627908	1	1	AT1G19570;AT1G33700;AT2G26170;AT2G28250;AT2G30540;AT2G30860;AT2G36120;AT3G47620;AT3G51820;AT4G13770;AT4G23500;AT4G28250;AT5G19530;AT5G28510;AT5G44550;AT5G45350;
pericycle	ATHB12	MYB46	20	850	451	0.0903021	0.460729	1	1	AT1G11330;AT1G12200;AT1G15550;AT1G18880;AT1G19570;AT1G27030;AT1G60680;AT1G68620;AT2G17840;AT2G26170;AT2G29970;AT2G30540;AT2G30860;AT2G36120;AT3G51820;AT3G62040;AT4G13770;AT4G23500;AT4G30460;AT5G28510;
pericycle	ATHB12	MYB46_2	18	753	451	0.0932664	0.466332	1	1	AT1G15380;AT1G19570;AT1G21100;AT1G31050;AT1G68620;AT2G17840;AT2G26170;AT2G28250;AT2G30860;AT3G51820;AT3G62040;AT4G11960;AT4G13770;AT4G23500;AT4G28250;AT4G39770;AT5G28510;AT5G57685;
pericycle	ATHB12	MYB52	13	710	451	0.430664	0.627908	1	1	AT1G18880;AT1G21100;AT1G27030;AT3G02885;AT3G51820;AT3G60490;AT3G62040;AT4G23500;AT4G28250;AT4G31910;AT5G03610;AT5G43150;AT5G63850;
pericycle	ATHB12	MYB52_2	25	809	451	0.00318416	0.0891564	1	1	AT1G18880;AT1G31050;AT1G45201;AT1G63030;AT1G78580;AT2G01530;AT2G01950;AT2G17840;AT2G26170;AT2G28250;AT2G29970;AT2G30860;AT2G36120;AT3G15353;AT3G51820;AT3G60490;AT3G62040;AT4G11960;AT4G13290;AT4G13770;AT4G23500;AT4G28250;AT5G20830;AT5G28510;AT5G57685;
pericycle	ATHB12	MYB55	21	788	451	0.0291959	0.289755	1	1	AT1G18880;AT1G19570;AT1G21100;AT1G27030;AT1G60680;AT1G68620;AT2G17840;AT2G26170;AT2G28250;AT2G30860;AT3G02885;AT3G51820;AT3G60490;AT3G62040;AT4G13290;AT4G13770;AT4G23500;AT4G28250;AT5G28510;AT5G43150;AT5G50720;
pericycle	ATHB12	MYB55_2	20	807	451	0.060456	0.414227	1	1	AT1G19570;AT1G31050;AT1G63030;AT1G67110;AT1G68620;AT1G78580;AT2G26170;AT2G28250;AT2G30860;AT3G47620;AT3G51820;AT3G62040;AT4G11960;AT4G13770;AT4G23500;AT4G28250;AT4G31910;AT5G19530;AT5G28510;AT5G65970;
pericycle	ATHB12	MYB59	17	835	451	0.255801	0.627908	1	1	AT1G11330;AT1G12200;AT1G19570;AT1G21100;AT1G60680;AT2G17840;AT2G36120;AT3G02885;AT3G57540;AT3G62040;AT4G13290;AT4G13770;AT4G28250;AT4G30460;AT5G28510;AT5G45350;AT5G62360;
pericycle	ATHB12	MYC2	14	893	451	0.657553	0.657553	1	1	AT1G19570;AT1G45201;AT1G68620;AT1G72810;AT2G30860;AT2G36120;AT2G40900;AT3G51820;AT3G57540;AT3G61890;AT4G13290;AT4G19810;AT4G39770;AT5G45350;
pericycle	ATHB12	MYC3	12	885	451	0.823884	0.823884	1	1	AT1G68620;AT1G72810;AT2G28250;AT2G30860;AT2G36120;AT2G40900;AT2G41480;AT3G51820;AT3G57540;AT3G61890;AT4G13290;AT4G39770;
pericycle	ATHB12	MYC4	15	877	451	0.525665	0.627908	1	1	AT1G19570;AT1G45201;AT1G68620;AT1G72810;AT2G30860;AT2G36120;AT2G36650;AT2G40900;AT3G51820;AT3G57540;AT3G61890;AT4G13290;AT4G19810;AT4G39770;AT5G59080;
