Cluster	Motif 1	Motif 2	Number of genes in cluster with both motifs	Total number of genes with both motifs	Number of genes in cluster	Raw p-value	Adjusted p-value (BH)	Adjusted p-value (Bonf)	Adjusted p-value (Global Bonf)	Genes
Vasc	M_043	M_071	4	736	105	0.332228	0.499134	1	1	AT4G01088;AT4G01127;AT4G01416;AT4G01523;
Vasc	M_043	M_072	3	824	105	0.636575	0.636575	1	1	AT4G01009;AT4G01296;AT4G01366;
Vasc	M_043	M_073	6	713	105	0.0637655	0.499134	1	1	AT4G01053;AT4G01095;AT4G01317;AT4G01416;AT4G01515;AT4G01523;
Vasc	M_043	M_074	0	530	105	0.794573	0.794573	1	1	
Vasc	M_043	M_075	2	847	105	0.852213	0.852213	1	1	AT4G01009;AT4G01153;
Vasc	M_043	M_076	3	819	105	0.632462	0.632462	1	1	AT4G01009;AT4G01229;AT4G01366;
Vasc	M_043	M_077	5	597	105	0.0882734	0.499134	1	1	AT4G01088;AT4G01095;AT4G01229;AT4G01515;AT4G01523;
Vasc	M_043	M_078	4	661	105	0.265641	0.499134	1	1	AT4G01053;AT4G01071;AT4G01296;AT4G01523;
Vasc	M_043	M_079	3	709	105	0.534248	0.534248	1	1	AT4G01088;AT4G01095;AT4G01127;
Vasc	M_043	M_080	6	842	105	0.11691	0.499134	1	1	AT4G01053;AT4G01296;AT4G01366;AT4G01416;AT4G01514;AT4G01523;
Vasc	M_043	M_081	3	690	105	0.515881	0.515881	1	1	AT4G01127;AT4G01299;AT4G01317;
Vasc	M_043	M_082	3	637	105	0.462771	0.499134	1	1	AT4G01095;AT4G01127;AT4G01366;
Vasc	M_043	M_083	1	596	105	0.90818	0.90818	1	1	AT4G01299;
Vasc	M_043	M_084	2	796	105	0.826729	0.826729	1	1	AT4G01153;AT4G01366;
Vasc	M_043	M_085	0	731	105	0.219556	0.499134	1	1	
Vasc	M_043	M_086	2	786	105	0.821295	0.821295	1	1	AT4G01071;AT4G01153;
Vasc	M_043	M_087	2	761	105	0.807046	0.807046	1	1	AT4G01366;AT4G01523;
Vasc	M_043	M_088	3	697	105	0.522692	0.522692	1	1	AT4G01127;AT4G01416;AT4G01523;
Vasc	M_043	M_089	5	731	105	0.163725	0.499134	1	1	AT4G01095;AT4G01296;AT4G01366;AT4G01416;AT4G01514;
Vasc	M_043	M_090	2	699	105	0.767336	0.767336	1	1	AT4G01153;AT4G01514;
Vasc	M_043	M_091	2	634	105	0.718371	0.718371	1	1	AT4G01127;AT4G01153;
Vasc	M_043	M_092	6	847	105	0.119322	0.499134	1	1	AT4G01009;AT4G01071;AT4G01088;AT4G01153;AT4G01299;AT4G01416;
Vasc	M_043	M_093	2	660	105	0.738908	0.738908	1	1	AT4G01153;AT4G01514;
Vasc	M_043	M_094	6	648	105	0.043821	0.482031	1	1	AT4G01095;AT4G01127;AT4G01299;AT4G01416;AT4G01515;AT4G01523;
Vasc	M_043	M_095	6	669	105	0.0497641	0.497641	1	1	AT4G01071;AT4G01088;AT4G01127;AT4G01317;AT4G01416;AT4G01514;
Vasc	M_043	M_096	2	651	105	0.731946	0.731946	1	1	AT4G01294;AT4G01416;
Vasc	M_043	M_097	4	730	105	0.32684	0.499134	1	1	AT4G01071;AT4G01127;AT4G01294;AT4G01299;
Vasc	M_043	M_098	5	746	105	0.173452	0.499134	1	1	AT4G01071;AT4G01294;AT4G01296;AT4G01299;AT4G01416;
Vasc	M_043	M_099	3	761	105	0.582474	0.582474	1	1	AT4G01009;AT4G01071;AT4G01299;
Vasc	M_043	M_100	2	588	105	0.678768	0.678768	1	1	AT4G01153;AT4G01229;
Vasc	M_043	M_101	4	781	105	0.372729	0.499134	1	1	AT4G01071;AT4G01088;AT4G01229;AT4G01416;
Vasc	M_043	M_102	4	782	105	0.373629	0.499134	1	1	AT4G01053;AT4G01299;AT4G01366;AT4G01515;
Vasc	M_043	M_103	1	753	105	0.951496	0.951496	1	1	AT4G01229;
Vasc	M_043	M_104	4	823	105	0.410415	0.499134	1	1	AT4G01071;AT4G01153;AT4G01229;AT4G01514;
Vasc	M_043	M_105	2	642	105	0.724829	0.724829	1	1	AT4G01153;AT4G01296;
Vasc	M_043	M_106	3	678	105	0.504089	0.504089	1	1	AT4G01088;AT4G01127;AT4G01416;
Vasc	M_043	M_107	5	767	105	0.187438	0.499134	1	1	AT4G01053;AT4G01153;AT4G01514;AT4G01515;AT4G01523;
Vasc	M_043	M_108	3	797	105	0.61399	0.61399	1	1	AT4G01053;AT4G01416;AT4G01515;
Vasc	M_043	M_109	0	238	105	0.145734	0.499134	1	1	
Vasc	M_043	M_110	3	690	105	0.515881	0.515881	1	1	AT4G01053;AT4G01088;AT4G01299;
Vasc	M_043	M_111	1	744	105	0.949683	0.949683	1	1	AT4G01514;
Vasc	M_043	M_112	3	725	105	0.549414	0.549414	1	1	AT4G01366;AT4G01416;AT4G01523;
Vasc	M_043	M_113	2	600	105	0.689512	0.689512	1	1	AT4G01009;AT4G01071;
Vasc	M_043	M_114	2	693	105	0.763143	0.763143	1	1	AT4G01127;AT4G01153;
Vasc	M_043	M_115	0	712	105	0.757896	0.757896	1	1	
Vasc	M_043	M_116	4	805	105	0.3943	0.499134	1	1	AT4G01009;AT4G01127;AT4G01366;AT4G01514;
Vasc	M_043	M_117	4	575	105	0.19333	0.499134	1	1	AT4G01053;AT4G01088;AT4G01095;AT4G01127;
Vasc	M_043	M_118	2	723	105	0.783477	0.783477	1	1	AT4G01053;AT4G01515;
Vasc	M_043	M_119	2	824	105	0.841168	0.841168	1	1	AT4G01366;AT4G01515;
Vasc	M_043	M_120	3	768	105	0.588725	0.588725	1	1	AT4G01229;AT4G01370;AT4G01515;
Vasc	M_043	M_121	4	780	105	0.371829	0.499134	1	1	AT4G01009;AT4G01071;AT4G01088;AT4G01366;
Vasc	M_043	M_122	4	734	105	0.330431	0.499134	1	1	AT4G01071;AT4G01088;AT4G01127;AT4G01294;
Vasc	M_043	M_123	5	831	105	0.232393	0.499134	1	1	AT4G01153;AT4G01294;AT4G01299;AT4G01370;AT4G01523;
Vasc	M_043	M_124	4	657	105	0.262157	0.499134	1	1	AT4G01009;AT4G01153;AT4G01298;AT4G01514;
Vasc	M_043	M_125	4	888	105	0.467772	0.499134	1	1	AT4G01088;AT4G01317;AT4G01514;AT4G01554;
Vasc	M_043	M_126	5	783	105	0.198365	0.499134	1	1	AT4G01053;AT4G01088;AT4G01153;AT4G01515;AT4G01523;
Vasc	M_043	M_127	5	826	105	0.228769	0.499134	1	1	AT4G01298;AT4G01366;AT4G01416;AT4G01515;AT4G01523;
Vasc	M_043	M_128	2	423	105	0.500235	0.500235	1	1	AT4G01153;AT4G01416;
Vasc	M_043	M_129	4	671	105	0.274389	0.499134	1	1	AT4G01088;AT4G01153;AT4G01514;AT4G01515;
Vasc	M_043	M_130	3	698	105	0.523661	0.523661	1	1	AT4G01127;AT4G01370;AT4G01416;
Vasc	M_043	M_131	4	749	105	0.343917	0.499134	1	1	AT4G01053;AT4G01095;AT4G01153;AT4G01317;
Vasc	M_043	M_132	4	772	105	0.364626	0.499134	1	1	AT4G01053;AT4G01071;AT4G01317;AT4G01416;
Vasc	M_043	M_133	4	778	105	0.370029	0.499134	1	1	AT4G01009;AT4G01095;AT4G01153;AT4G01366;
Vasc	M_043	M_134	3	771	105	0.591387	0.591387	1	1	AT4G01088;AT4G01366;AT4G01514;
Vasc	M_043	M_135	0	778	105	0.2623	0.499134	1	1	
Vasc	M_043	M_136	5	739	105	0.168884	0.499134	1	1	AT4G01053;AT4G01153;AT4G01229;AT4G01514;AT4G01515;
Vasc	M_043	M_137	1	700	105	0.939809	0.939809	1	1	AT4G01153;
Vasc	M_043	M_138	4	683	105	0.284953	0.499134	1	1	AT4G01009;AT4G01229;AT4G01416;AT4G01514;
Vasc	M_043	M_139	5	793	105	0.205306	0.499134	1	1	AT4G01053;AT4G01127;AT4G01296;AT4G01370;AT4G01515;
Vasc	M_043	M_140	4	782	105	0.373629	0.499134	1	1	AT4G01127;AT4G01153;AT4G01299;AT4G01515;
Vasc	M_043	M_141	1	793	105	0.9588	0.9588	1	1	AT4G01009;
Vasc	M_043	M_142	6	867	105	0.129216	0.499134	1	1	AT4G01009;AT4G01053;AT4G01095;AT4G01298;AT4G01416;AT4G01523;
Vasc	M_043	M_143	0	794	105	0.0328657	0.427255	1	1	
Vasc	M_043	M_144	1	843	105	0.966416	0.966416	1	1	AT4G01153;
Vasc	M_043	M_145	3	764	105	0.58516	0.58516	1	1	AT4G01153;AT4G01299;AT4G01523;
Vasc	M_044	M_045	2	710	105	0.774858	0.774858	1	1	AT4G01095;AT4G01293;
Vasc	M_044	M_046	2	551	105	0.64376	0.64376	1	1	AT4G01259;AT4G01316;
Vasc	M_044	M_047	2	418	105	0.493936	0.499134	1	1	AT4G01259;AT4G01316;
Vasc	M_044	M_048	2	755	105	0.803481	0.803481	1	1	AT4G01299;AT4G01556;
Vasc	M_044	M_049	4	744	105	0.339419	0.499134	1	1	AT4G01293;AT4G01476;AT4G01492;AT4G01556;
Vasc	M_044	M_050	5	750	105	0.176084	0.499134	1	1	AT4G01035;AT4G01281;AT4G01380;AT4G01492;AT4G01556;
Vasc	M_044	M_051	6	687	105	0.055237	0.499134	1	1	AT4G01035;AT4G01142;AT4G01259;AT4G01293;AT4G01380;AT4G01443;
Vasc	M_044	M_052	5	732	105	0.164366	0.499134	1	1	AT4G01001;AT4G01035;AT4G01160;AT4G01281;AT4G01452;
Vasc	M_044	M_053	5	669	105	0.126094	0.499134	1	1	AT4G01001;AT4G01086;AT4G01479;AT4G01494;AT4G01556;
Vasc	M_044	M_054	4	756	105	0.350218	0.499134	1	1	AT4G01035;AT4G01095;AT4G01452;AT4G01494;
Vasc	M_044	M_055	6	782	105	0.0899787	0.499134	1	1	AT4G01259;AT4G01293;AT4G01333;AT4G01380;AT4G01476;AT4G01479;
Vasc	M_044	M_056	8	840	105	0.0183708	0.330675	1	1	AT4G01035;AT4G01281;AT4G01333;AT4G01380;AT4G01442;AT4G01452;AT4G01476;AT4G01479;
Vasc	M_044	M_057	1	547	105	0.888032	0.888032	1	1	AT4G01491;
Vasc	M_044	M_058	5	700	105	0.144368	0.499134	1	1	AT4G01259;AT4G01293;AT4G01333;AT4G01380;AT4G01479;
Vasc	M_044	M_059	1	687	105	0.93654	0.93654	1	1	AT4G01476;
Vasc	M_044	M_060	3	629	105	0.454539	0.499134	1	1	AT4G01035;AT4G01095;AT4G01380;
Vasc	M_044	M_061	3	507	105	0.324532	0.499134	1	1	AT4G01316;AT4G01442;AT4G01443;
Vasc	M_044	M_062	5	497	105	0.0475262	0.485721	1	1	AT4G01001;AT4G01095;AT4G01442;AT4G01479;AT4G01491;
Vasc	M_044	M_063	1	683	105	0.9355	0.9355	1	1	AT4G01035;
Vasc	M_044	M_064	2	670	105	0.746464	0.746464	1	1	AT4G01142;AT4G01316;
Vasc	M_044	M_065	9	673	105	0.00141468	0.0877104	0.148542	1	AT4G01001;AT4G01035;AT4G01095;AT4G01281;AT4G01293;AT4G01333;AT4G01442;AT4G01479;AT4G01491;
Vasc	M_044	M_066	8	691	105	0.00616631	0.193525	0.647463	1	AT4G01095;AT4G01160;AT4G01259;AT4G01281;AT4G01292;AT4G01296;AT4G01442;AT4G01479;
Vasc	M_044	M_067	0	594	105	0.233338	0.499134	1	1	
Vasc	M_044	M_068	2	727	105	0.786071	0.786071	1	1	AT4G01259;AT4G01333;
Vasc	M_044	M_069	6	756	105	0.0794932	0.499134	1	1	AT4G01160;AT4G01281;AT4G01442;AT4G01452;AT4G01479;AT4G01494;
Vasc	M_044	M_070	6	819	105	0.106144	0.499134	1	1	AT4G01035;AT4G01095;AT4G01281;AT4G01333;AT4G01452;AT4G01491;
Vasc	M_044	M_071	5	733	105	0.165009	0.499134	1	1	AT4G01035;AT4G01281;AT4G01333;AT4G01452;AT4G01491;
Vasc	M_044	M_072	3	790	105	0.607986	0.607986	1	1	AT4G01001;AT4G01292;AT4G01296;
Vasc	M_044	M_073	4	673	105	0.276145	0.499134	1	1	AT4G01035;AT4G01095;AT4G01316;AT4G01452;
Vasc	M_044	M_074	4	530	105	0.158409	0.499134	1	1	AT4G01035;AT4G01259;AT4G01316;AT4G01479;
Vasc	M_044	M_075	1	821	105	0.963254	0.963254	1	1	AT4G01281;
Vasc	M_044	M_076	2	773	105	0.814006	0.814006	1	1	AT4G01281;AT4G01479;
Vasc	M_044	M_077	3	693	105	0.518806	0.518806	1	1	AT4G01095;AT4G01479;AT4G01501;
Vasc	M_044	M_078	5	722	105	0.157999	0.499134	1	1	AT4G01142;AT4G01293;AT4G01380;AT4G01479;AT4G01501;
Vasc	M_044	M_079	2	700	105	0.768029	0.768029	1	1	AT4G01095;AT4G01452;
Vasc	M_044	M_080	7	774	105	0.0340228	0.437096	1	1	AT4G01035;AT4G01160;AT4G01292;AT4G01293;AT4G01296;AT4G01442;AT4G01443;
Vasc	M_044	M_081	5	739	105	0.168884	0.499134	1	1	AT4G01095;AT4G01160;AT4G01299;AT4G01316;AT4G01492;
Vasc	M_044	M_082	2	603	105	0.692151	0.692151	1	1	AT4G01095;AT4G01142;
Vasc	M_044	M_083	2	427	105	0.505238	0.505238	1	1	AT4G01299;AT4G01491;
Vasc	M_044	M_084	7	764	105	0.0320451	0.416586	1	1	AT4G01035;AT4G01292;AT4G01380;AT4G01442;AT4G01452;AT4G01479;AT4G01494;
Vasc	M_044	M_085	5	789	105	0.202519	0.499134	1	1	AT4G01281;AT4G01293;AT4G01380;AT4G01479;AT4G01556;
Vasc	M_044	M_086	5	894	105	0.279354	0.499134	1	1	AT4G01281;AT4G01316;AT4G01380;AT4G01452;AT4G01494;
Vasc	M_044	M_087	6	647	105	0.0435498	0.479048	1	1	AT4G01035;AT4G01281;AT4G01293;AT4G01333;AT4G01442;AT4G01492;
Vasc	M_044	M_088	3	711	105	0.536159	0.536159	1	1	AT4G01479;AT4G01494;AT4G01501;
Vasc	M_044	M_089	3	669	105	0.495152	0.499134	1	1	AT4G01035;AT4G01095;AT4G01299;
Vasc	M_044	M_090	5	733	105	0.165009	0.499134	1	1	AT4G01086;AT4G01142;AT4G01259;AT4G01380;AT4G01479;
Vasc	M_044	M_091	4	565	105	0.185363	0.499134	1	1	AT4G01281;AT4G01293;AT4G01452;AT4G01476;
Vasc	M_044	M_092	4	735	105	0.33133	0.499134	1	1	AT4G01281;AT4G01293;AT4G01299;AT4G01476;
Vasc	M_044	M_093	7	714	105	0.0233166	0.373066	1	1	AT4G01035;AT4G01281;AT4G01292;AT4G01296;AT4G01333;AT4G01452;AT4G01501;
Vasc	M_044	M_094	6	610	105	0.0342536	0.437096	1	1	AT4G01095;AT4G01259;AT4G01281;AT4G01299;AT4G01491;AT4G01501;
Vasc	M_044	M_095	7	547	105	0.00607895	0.193525	0.63829	1	AT4G01035;AT4G01160;AT4G01281;AT4G01293;AT4G01333;AT4G01442;AT4G01452;
Vasc	M_044	M_096	4	449	105	0.102706	0.499134	1	1	AT4G01299;AT4G01333;AT4G01476;AT4G01491;
Vasc	M_044	M_097	6	681	105	0.0533736	0.499134	1	1	AT4G01299;AT4G01316;AT4G01443;AT4G01452;AT4G01491;AT4G01501;
Vasc	M_044	M_098	3	537	105	0.356987	0.499134	1	1	AT4G01160;AT4G01299;AT4G01380;
Vasc	M_044	M_099	5	721	105	0.157368	0.499134	1	1	AT4G01299;AT4G01380;AT4G01443;AT4G01452;AT4G01501;
Vasc	M_044	M_100	2	464	105	0.549975	0.549975	1	1	AT4G01160;AT4G01380;
Vasc	M_044	M_101	4	735	105	0.33133	0.499134	1	1	AT4G01035;AT4G01259;AT4G01479;AT4G01491;
Vasc	M_044	M_102	2	547	105	0.639802	0.639802	1	1	AT4G01281;AT4G01299;
Vasc	M_044	M_103	3	680	105	0.506064	0.506064	1	1	AT4G01035;AT4G01086;AT4G01281;
Vasc	M_044	M_104	0	742	105	0.392388	0.499134	1	1	
Vasc	M_044	M_105	3	631	105	0.456602	0.499134	1	1	AT4G01001;AT4G01035;AT4G01293;
Vasc	M_044	M_106	4	679	105	0.281424	0.499134	1	1	AT4G01001;AT4G01035;AT4G01281;AT4G01452;
Vasc	M_044	M_107	2	612	105	0.699962	0.699962	1	1	AT4G01086;AT4G01443;
Vasc	M_044	M_108	4	664	105	0.26826	0.499134	1	1	AT4G01086;AT4G01316;AT4G01491;AT4G01556;
Vasc	M_044	M_109	2	745	105	0.797411	0.797411	1	1	AT4G01001;AT4G01476;
Vasc	M_044	M_110	6	622	105	0.0371122	0.445346	1	1	AT4G01035;AT4G01281;AT4G01380;AT4G01443;AT4G01494;AT4G01501;
Vasc	M_044	M_111	4	671	105	0.274389	0.499134	1	1	AT4G01086;AT4G01293;AT4G01443;AT4G01494;
Vasc	M_044	M_112	1	674	105	0.933096	0.933096	1	1	AT4G01452;
Vasc	M_044	M_113	2	722	105	0.782824	0.782824	1	1	AT4G01086;AT4G01479;
Vasc	M_044	M_114	5	759	105	0.182061	0.499134	1	1	AT4G01086;AT4G01333;AT4G01443;AT4G01452;AT4G01556;
Vasc	M_044	M_115	3	688	105	0.513926	0.513926	1	1	AT4G01001;AT4G01293;AT4G01316;
Vasc	M_044	M_116	6	774	105	0.0866747	0.499134	1	1	AT4G01142;AT4G01281;AT4G01293;AT4G01316;AT4G01452;AT4G01492;
Vasc	M_044	M_117	3	590	105	0.413741	0.499134	1	1	AT4G01442;AT4G01452;AT4G01494;
Vasc	M_044	M_118	6	733	105	0.0708293	0.499134	1	1	AT4G01086;AT4G01259;AT4G01293;AT4G01316;AT4G01492;AT4G01556;
Vasc	M_044	M_119	6	824	105	0.108438	0.499134	1	1	AT4G01001;AT4G01035;AT4G01292;AT4G01443;AT4G01476;AT4G01501;
Vasc	M_044	M_120	6	861	105	0.126207	0.499134	1	1	AT4G01086;AT4G01160;AT4G01259;AT4G01476;AT4G01492;AT4G01494;
Vasc	M_044	M_121	3	721	105	0.545649	0.545649	1	1	AT4G01281;AT4G01316;AT4G01452;
Vasc	M_044	M_122	4	721	105	0.318772	0.499134	1	1	AT4G01086;AT4G01160;AT4G01281;AT4G01316;
Vasc	M_044	M_123	5	745	105	0.172797	0.499134	1	1	AT4G01001;AT4G01281;AT4G01299;AT4G01442;AT4G01452;
Vasc	M_044	M_124	1	585	105	0.903995	0.903995	1	1	AT4G01452;
Vasc	M_044	M_125	0	776	105	0.429618	0.499134	1	1	
Vasc	M_044	M_126	1	788	105	0.95795	0.95795	1	1	AT4G01452;
Vasc	M_044	M_127	2	736	105	0.791808	0.791808	1	1	AT4G01479;AT4G01494;
Vasc	M_044	M_128	7	864	105	0.0555456	0.499134	1	1	AT4G01281;AT4G01442;AT4G01443;AT4G01452;AT4G01491;AT4G01494;AT4G01501;
Vasc	M_044	M_129	5	631	105	0.105293	0.499134	1	1	AT4G01259;AT4G01380;AT4G01479;AT4G01491;AT4G01501;
Vasc	M_044	M_130	7	870	105	0.057227	0.499134	1	1	AT4G01001;AT4G01259;AT4G01292;AT4G01293;AT4G01299;AT4G01333;AT4G01476;
Vasc	M_044	M_131	5	798	105	0.208807	0.499134	1	1	AT4G01095;AT4G01259;AT4G01442;AT4G01479;AT4G01494;
Vasc	M_044	M_132	2	768	105	0.811134	0.811134	1	1	AT4G01333;AT4G01494;
Vasc	M_044	M_133	5	752	105	0.177405	0.499134	1	1	AT4G01001;AT4G01035;AT4G01095;AT4G01316;AT4G01380;
Vasc	M_044	M_134	4	632	105	0.240607	0.499134	1	1	AT4G01491;AT4G01494;AT4G01501;AT4G01556;
Vasc	M_044	M_135	3	712	105	0.537113	0.537113	1	1	AT4G01259;AT4G01281;AT4G01296;
Vasc	M_044	M_136	4	677	105	0.279663	0.499134	1	1	AT4G01001;AT4G01452;AT4G01491;AT4G01501;
Vasc	M_044	M_137	4	535	105	0.162165	0.499134	1	1	AT4G01086;AT4G01095;AT4G01142;AT4G01316;
Vasc	M_044	M_138	1	577	105	0.900834	0.900834	1	1	AT4G01035;
Vasc	M_044	M_139	6	785	105	0.0912353	0.499134	1	1	AT4G01259;AT4G01292;AT4G01443;AT4G01492;AT4G01494;AT4G01556;
Vasc	M_044	M_140	5	719	105	0.156109	0.499134	1	1	AT4G01035;AT4G01142;AT4G01299;AT4G01443;AT4G01494;
Vasc	M_044	M_141	3	835	105	0.645513	0.645513	1	1	AT4G01380;AT4G01442;AT4G01452;
Vasc	M_044	M_142	5	798	105	0.208807	0.499134	1	1	AT4G01001;AT4G01086;AT4G01095;AT4G01333;AT4G01452;
Vasc	M_044	M_143	1	766	105	0.954	0.954	1	1	AT4G01281;
Vasc	M_044	M_144	2	696	105	0.765247	0.765247	1	1	AT4G01452;AT4G01494;
Vasc	M_044	M_145	2	687	105	0.758885	0.758885	1	1	AT4G01299;AT4G01452;
Vasc	M_045	M_046	4	531	105	0.159158	0.499134	1	1	AT4G01035;AT4G01127;AT4G01157;AT4G01304;
Vasc	M_045	M_047	2	539	105	0.631786	0.631786	1	1	AT4G01035;AT4G01160;
Vasc	M_045	M_048	3	730	105	0.554095	0.554095	1	1	AT4G01267;AT4G01538;AT4G01555;
Vasc	M_045	M_049	5	774	105	0.192191	0.499134	1	1	AT4G01014;AT4G01095;AT4G01165;AT4G01267;AT4G01293;
Vasc	M_045	M_050	4	701	105	0.300913	0.499134	1	1	AT4G01035;AT4G01127;AT4G01267;AT4G01293;
Vasc	M_045	M_051	2	827	105	0.84265	0.84265	1	1	AT4G01035;AT4G01293;
Vasc	M_045	M_052	2	696	105	0.765247	0.765247	1	1	AT4G01035;AT4G01160;
Vasc	M_045	M_053	2	537	105	0.62976	0.62976	1	1	AT4G01035;AT4G01086;
Vasc	M_045	M_054	4	792	105	0.382625	0.499134	1	1	AT4G01035;AT4G01095;AT4G01232;AT4G01304;
Vasc	M_045	M_055	4	801	105	0.39071	0.499134	1	1	AT4G01181;AT4G01232;AT4G01293;AT4G01555;
Vasc	M_045	M_056	5	911	105	0.292365	0.499134	1	1	AT4G01035;AT4G01127;AT4G01232;AT4G01304;AT4G01555;
Vasc	M_045	M_057	3	680	105	0.506064	0.506064	1	1	AT4G01181;AT4G01304;AT4G01503;
Vasc	M_045	M_058	2	704	105	0.770782	0.770782	1	1	AT4G01293;AT4G01555;
Vasc	M_045	M_059	4	698	105	0.298245	0.499134	1	1	AT4G01086;AT4G01181;AT4G01232;AT4G01555;
Vasc	M_045	M_060	1	558	105	0.892906	0.892906	1	1	AT4G01095;
Vasc	M_045	M_061	1	491	105	0.859602	0.859602	1	1	AT4G01293;
Vasc	M_045	M_062	5	631	105	0.105293	0.499134	1	1	AT4G01095;AT4G01127;AT4G01157;AT4G01267;AT4G01293;
Vasc	M_045	M_063	2	549	105	0.641785	0.641785	1	1	AT4G01035;AT4G01538;
Vasc	M_045	M_064	0	660	105	0.498125	0.499134	1	1	
Vasc	M_045	M_065	4	650	105	0.256082	0.499134	1	1	AT4G01035;AT4G01095;AT4G01127;AT4G01293;
Vasc	M_045	M_066	5	649	105	0.114919	0.499134	1	1	AT4G01127;AT4G01157;AT4G01160;AT4G01304;AT4G01555;
Vasc	M_045	M_067	2	619	105	0.705924	0.705924	1	1	AT4G01014;AT4G01503;
Vasc	M_045	M_068	3	805	105	0.620777	0.620777	1	1	AT4G01014;AT4G01165;AT4G01304;
Vasc	M_045	M_069	3	654	105	0.480087	0.499134	1	1	AT4G01160;AT4G01304;AT4G01503;
Vasc	M_045	M_070	4	755	105	0.349318	0.499134	1	1	AT4G01035;AT4G01095;AT4G01127;AT4G01538;
Vasc	M_045	M_071	2	720	105	0.781514	0.781514	1	1	AT4G01035;AT4G01127;
Vasc	M_045	M_072	3	737	105	0.5606	0.5606	1	1	AT4G01181;AT4G01304;AT4G01538;
Vasc	M_045	M_073	6	699	105	0.0590814	0.499134	1	1	AT4G01035;AT4G01095;AT4G01181;AT4G01232;AT4G01304;AT4G01555;
Vasc	M_045	M_074	2	477	105	0.565016	0.565016	1	1	AT4G01086;AT4G01293;
Vasc	M_045	M_075	2	825	105	0.841664	0.841664	1	1	AT4G01127;AT4G01503;
Vasc	M_045	M_076	1	826	105	0.963997	0.963997	1	1	AT4G01181;
Vasc	M_045	M_077	5	456	105	0.0349262	0.437096	1	1	AT4G01014;AT4G01095;AT4G01165;AT4G01293;AT4G01555;
Vasc	M_045	M_078	1	513	105	0.871536	0.871536	1	1	AT4G01293;
Vasc	M_045	M_079	1	539	105	0.88435	0.88435	1	1	AT4G01014;
Vasc	M_045	M_080	6	690	105	0.0561834	0.499134	1	1	AT4G01014;AT4G01035;AT4G01157;AT4G01160;AT4G01165;AT4G01232;
Vasc	M_045	M_081	6	709	105	0.0624053	0.499134	1	1	AT4G01095;AT4G01127;AT4G01157;AT4G01160;AT4G01181;AT4G01232;
Vasc	M_045	M_082	5	720	105	0.156738	0.499134	1	1	AT4G01086;AT4G01095;AT4G01127;AT4G01157;AT4G01555;
Vasc	M_045	M_083	1	510	105	0.86997	0.86997	1	1	AT4G01165;
Vasc	M_045	M_084	3	540	105	0.360225	0.499134	1	1	AT4G01035;AT4G01127;AT4G01304;
Vasc	M_045	M_085	3	707	105	0.532333	0.532333	1	1	AT4G01293;AT4G01503;AT4G01538;
Vasc	M_045	M_086	1	790	105	0.958292	0.958292	1	1	AT4G01555;
Vasc	M_045	M_087	3	608	105	0.432699	0.499134	1	1	AT4G01035;AT4G01232;AT4G01293;
Vasc	M_045	M_088	2	581	105	0.672364	0.672364	1	1	AT4G01035;AT4G01127;
Vasc	M_045	M_089	5	739	105	0.168884	0.499134	1	1	AT4G01035;AT4G01095;AT4G01157;AT4G01181;AT4G01293;
Vasc	M_045	M_090	2	708	105	0.773507	0.773507	1	1	AT4G01035;AT4G01086;
Vasc	M_045	M_091	2	550	105	0.642774	0.642774	1	1	AT4G01127;AT4G01293;
Vasc	M_045	M_092	2	743	105	0.796178	0.796178	1	1	AT4G01181;AT4G01293;
Vasc	M_045	M_093	2	642	105	0.724829	0.724829	1	1	AT4G01035;AT4G01157;
Vasc	M_045	M_094	1	548	105	0.888484	0.888484	1	1	AT4G01095;
Vasc	M_045	M_095	5	592	105	0.0859022	0.499134	1	1	AT4G01014;AT4G01035;AT4G01127;AT4G01165;AT4G01293;
Vasc	M_045	M_096	2	698	105	0.766642	0.766642	1	1	AT4G01035;AT4G01095;
Vasc	M_045	M_097	1	646	105	0.925036	0.925036	1	1	AT4G01127;
Vasc	M_045	M_098	5	652	105	0.116564	0.499134	1	1	AT4G01086;AT4G01165;AT4G01181;AT4G01267;AT4G01555;
Vasc	M_045	M_099	0	660	105	0.710932	0.710932	1	1	
Vasc	M_045	M_100	2	461	105	0.546454	0.546454	1	1	AT4G01157;AT4G01165;
Vasc	M_045	M_101	1	688	105	0.936798	0.936798	1	1	AT4G01035;
Vasc	M_045	M_102	0	721	105	0.210787	0.499134	1	1	
Vasc	M_045	M_103	5	743	105	0.171489	0.499134	1	1	AT4G01018;AT4G01035;AT4G01181;AT4G01232;AT4G01304;
Vasc	M_045	M_104	2	735	105	0.791177	0.791177	1	1	AT4G01157;AT4G01304;
Vasc	M_045	M_105	2	580	105	0.671441	0.671441	1	1	AT4G01035;AT4G01555;
Vasc	M_045	M_106	3	627	105	0.452473	0.499134	1	1	AT4G01035;AT4G01127;AT4G01181;
Vasc	M_045	M_107	1	611	105	0.913597	0.913597	1	1	AT4G01086;
Vasc	M_045	M_108	2	785	105	0.820744	0.820744	1	1	AT4G01086;AT4G01267;
Vasc	M_045	M_109	0	421	105	0.0851732	0.499134	1	1	
Vasc	M_045	M_110	0	674	105	0.724217	0.724217	1	1	
